SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
48;12;9;6;14;13
54;11;12;10;13;5
31;10;14;9;9;9
40;5;11;41;7;21
17;12;7;13;15;9
34;15;12;10;11;8
57;8;11;12;5;6
22;7;12;6;9;10
56;14;8;8;10;14
14;56;58;57;63;62
37;9;7;10;14;8
62;8;15;13;7;13
52;7;7;13;14;9
61;10;14;6;14;6
68;8;10;14;10;13
13;6;8;14;5;7
58;8;14;6;9;12
19;61;61;60;60;62
59;14;14;10;7;8
49;12;11;12;12;9
61;9;14;10;8;11
13;54;65;63;64;56
47;6;13;7;11;7
17;15;16;9;15;9
12;63;59;57;61;62
13;65;60;66;54;64
32;12;10;14;14;9
61;13;5;12;13;13
54;6;9;13;10;7
66;12;14;7;5;11
22;13;7;15;10;14
58;8;9;6;9;14
59;15;8;11;14;10
17;62;57;61;58;64
59;6;9;5;6;12
46;12;11;8;8;12
29;11;15;14;11;8
61;7;12;14;16;15
12;11;8;14;9;7
58;15;14;10;8;16
39;9;12;9;10;12
58;15;12;12;11;15
18;16;12;14;10;12
59;16;9;15;15;10
56;8;14;13;13;9
63;14;5;11;8;11
62;10;16;16;12;10
20;7;5;14;13;11
28;12;11;11;5;11
61;7;8;9;6;6
36;10;15;9;8;7
61;12;12;12;15;13
54;7;13;11;12;6
23;14;6;14;5;8
59;10;14;16;9;11
72;13;14;9;7;10
63;7;15;8;9;14
55;13;7;11;14;6
57;14;14;7;15;14
46;12;12;12;12;7
51;11;6;12;8;9
40;5;14;9;7;11
64;6;14;7;10;12
27;12;7;16;6;15
60;9;10;11;13;10
21;12;12;9;15;11
57;8;12;14;13;14
57;8;12;6;7;9
32;9;12;7;8;5
19;6;9;8;7;7
60;5;7;12;6;11
48;11;10;13;12;11
30;9;12;15;14;6
10;59;64;63;58;60
55;7;14;8;15;14
51;14;7;10;12;10
64;10;9;16;7;7
65;14;11;8;13;9
61;14;9;8;6;8
63;14;7;9;7;12
62;6;12;11;13;10
33;5;9;7;7;8
67;13;14;15;14;11
59;5;11;15;7;11
13;63;58;55;59;63
35;12;10;7;10;15
65;6;6;13;7;14
54;14;9;11;5;12
64;10;6;10;7;11
61;12;10;11;10;11
64;12;14;7;11;14
31;11;15;7;8;13
56;8;5;11;8;9
24;16;10;15;11;13
59;7;14;13;12;15
61;11;9;13;5;13
62;10;9;15;10;8
59;9;6;6;12;10
17;58;59;38;64;62
20;64;59;58;57;63
62;8;15;5;5;9
64;13;9;7;9;7
57;12;9;10;14;10
60;9;8;12;12;11
59;12;16;15;10;14
53;11;12;7;6;7
21;14;9;9;6;14
17;6;7;12;6;6
40;13;6;15;11;9
25;15;12;13;12;6
55;15;7;15;10;7
16;13;9;14;6;15
72;9;9;10;13;13
20;14;14;11;9;15
52;7;9;9;14;10
56;6;8;14;7;6
55;8;6;12;8;10
57;6;16;16;6;14
58;8;10;6;8;7
16;13;10;8;13;9
13;14;5;14;7;5
61;13;10;11;7;9
63;7;9;10;12;8
56;7;14;7;7;16
18;9;15;12;13;11
59;14;9;13;11;7
13;12;13;12;11;8
26;14;10;13;6;14
19;54;62;66;65;63
15;6;5;11;6;8
42;14;13;11;15;7
28;5;10;10;8;9
45;11;6;7;9;5
13;13;8;13;5;8
59;10;6;11;9;9
57;7;15;15;6;6
29;7;10;13;6;6
17;15;15;14;11;16
23;7;6;15;8;13
10;62;62;61;58;63
64;6;11;6;9;9
12;64;57;59;57;62
13;66;57;60;55;64
57;7;14;6;15;7
45;15;16;7;10;9
55;12;12;14;9;13
58;14;8;11;14;6
41;15;8;8;12;8
63;6;10;7;9;8
14;57;56;59;58;67
20;61;60;58;59;63
32;16;14;14;10;14
12;63;62;62;61;63
30;12;10;13;11;7
23;14;13;11;11;7
62;14;12;10;14;8
58;14;7;11;14;9
51;6;10;10;14;15
27;13;8;11;10;6
61;12;12;8;12;15
31;6;11;12;10;8
16;62;60;57;63;62
43;7;12;12;7;14
62;14;5;11;5;13
61;7;7;10;13;12
15;7;10;13;13;10
53;7;7;13;6;13
58;13;14;14;6;14
40;10;8;8;9;10
18;9;8;13;13;13
13;63;60;61;58;64
19;66;58;59;58;64
24;5;6;11;10;12
18;8;12;5;5;8
25;15;16;8;15;8
12;61;60;58;56;64
25;13;14;9;5;6
18;60;59;58;60;67
16;53;62;51;68;56
50;13;11;16;16;9
20;12;12;7;13;9
57;12;12;7;6;14
53;9;11;7;9;7
19;64;61;56;61;59
55;10;6;9;13;14
60;7;13;13;12;15
59;7;12;15;15;9
13;59;57;62;54;64
54;14;11;13;9;7
37;11;7;8;10;13
57;10;9;7;9;8
53;16;12;10;16;15
31;7;9;11;9;9
59;14;13;8;6;14
49;7;8;13;10;13
10;61;68;56;61;61
42;11;9;13;6;6
36;7;15;14;9;10
56;7;8;12;10;7
22;13;12;11;6;14
19;62;61;57;60;62
59;13;8;7;14;8
56;10;7;10;7;14
13;58;64;60;65;57
15;63;59;55;59;62
19;63;58;63;62;64
60;14;14;10;9;5
12;63;57;59;58;64
28;5;8;8;10;12
62;8;7;8;5;11
17;10;11;10;10;14
48;9;6;11;7;8
29;14;7;9;8;10
56;14;12;11;10;9
54;14;9;10;13;14
57;15;9;9;11;10
54;14;7;14;13;13
45;10;5;10;11;7
74;5;13;14;12;13
15;59;61;48;61;65
62;14;14;12;12;14
57;15;16;7;14;7
56;12;8;5;6;13
11;10;7;14;9;8
18;8;7;13;12;10
11;60;60;59;61;63
18;14;14;5;11;10
16;7;9;11;8;5
35;9;14;12;6;11
63;13;11;13;13;13
11;75;52;54;53;62
16;58;61;55;64;59
13;63;60;65;57;65
15;61;60;64;62;61
57;8;12;13;11;15
63;8;7;11;10;12
42;5;14;14;7;6
41;9;10;9;10;6
32;7;9;13;6;14
19;11;13;5;13;11
59;12;11;9;14;15
56;8;5;12;13;13
64;9;8;6;14;6
14;8;14;12;8;12
67;9;12;10;7;10
58;15;7;6;10;7
45;15;7;11;11;12
57;9;14;5;6;10
19;64;61;58;62;58
61;14;12;14;15;14
65;10;6;9;5;12
56;15;9;8;10;6
10;13;11;14;8;11
62;13;7;6;13;8
14;13;11;7;5;11
22;7;7;14;13;13
21;5;13;9;10;10
26;7;7;7;11;6
43;12;6;9;11;6
43;10;8;8;11;12
60;10;7;11;12;8
50;9;15;12;14;7
59;7;9;10;9;10
62;6;13;12;12;13
59;14;14;14;9;11
13;62;60;50;60;62
58;7;12;7;9;13
18;64;56;55;60;64
17;13;9;10;14;12
29;12;14;10;9;6
60;10;11;10;15;8
59;13;13;10;6;7
38;13;16;8;15;6
59;14;14;14;10;8
13;13;10;11;8;6
61;6;7;13;11;14
26;6;8;6;8;11
10;7;9;12;11;9
46;8;6;5;11;6
27;9;13;8;9;8
62;16;14;6;9;8
57;11;14;13;7;7
51;9;15;13;8;12
59;16;14;15;15;9
14;61;57;62;61;60
39;8;16;7;8;6
59;10;7;7;11;9
17;13;5;9;13;13
57;10;13;14;7;12
52;12;10;12;9;7
60;12;9;6;6;13
16;58;53;52;67;60
20;7;15;12;14;11
29;11;11;14;9;12
49;13;10;9;13;9
62;15;8;6;14;15
10;61;59;61;58;62
65;7;14;10;12;12
55;13;12;11;13;6
57;8;11;14;7;8
62;7;7;7;9;12
54;14;6;5;8;6
25;7;7;8;10;12
62;6;13;10;9;14
13;64;62;65;59;60
63;8;7;9;5;8
16;60;59;56;60;65
44;10;9;8;11;10
47;12;11;10;6;7
30;6;12;14;7;6
20;12;12;8;8;10
59;5;12;8;12;14
58;12;6;10;13;11
38;9;14;7;6;14
65;10;10;11;10;7
46;8;14;12;6;9
58;10;7;7;10;15
49;12;12;14;15;10
16;61;63;60;62;60
60;7;11;12;11;9
60;8;14;14;8;8
27;8;12;15;8;9
18;13;8;5;13;8
18;13;12;14;12;8
59;9;6;11;13;12
22;14;11;7;10;9
64;9;14;5;15;7
33;8;14;13;11;6
40;8;8;8;6;13
23;9;16;7;15;16
10;11;5;11;8;11
29;12;14;7;9;11
61;11;16;13;9;10
12;13;13;15;13;16
53;8;9;7;13;12
57;10;14;9;9;14
66;6;6;10;16;14
63;13;5;14;7;8
62;14;9;10;13;12
59;15;6;8;6;14
13;63;59;56;61;59
17;6;11;15;10;6
60;12;5;6;12;8
12;14;12;13;14;16
58;6;6;13;14;12
19;8;10;13;10;8
12;64;58;53;57;65
11;63;57;64;57;62
12;63;56;53;63;63
54;10;12;8;14;8
60;5;7;14;13;12
62;9;12;7;12;10
58;12;10;15;15;16
63;8;16;15;11;12
59;16;11;12;13;12
13;59;58;65;63;66
64;12;7;12;5;9
58;10;12;11;11;8
12;60;59;61;62;64
25;6;11;6;6;7
28;11;14;12;14;13
70;10;14;10;14;16
19;11;11;9;11;9
64;7;8;7;13;14
68;7;7;14;9;13
12;14;11;13;8;6
43;12;7;12;11;12
56;12;8;7;10;14
19;10;8;13;14;8
69;12;7;12;7;6
14;9;9;10;5;9
31;7;6;5;12;12
14;59;62;63;60;57
33;6;14;7;11;7
52;6;14;5;12;14
43;5;9;9;13;14
62;12;9;15;12;14
67;6;14;13;13;8
61;16;14;8;7;10
58;15;6;13;11;12
53;9;11;11;6;15
57;12;14;14;7;5
28;9;12;12;9;11
16;64;60;61;60;64
27;11;14;13;6;13
18;7;9;14;11;11
28;14;11;9;14;10
60;12;16;14;12;9
28;14;7;7;8;12
63;8;10;9;13;11
60;12;9;10;13;10
65;9;14;12;5;6
16;10;6;8;11;14
51;13;13;7;7;12
58;9;11;6;12;9
57;11;13;9;9;7
67;9;12;11;8;13
52;1;1;1;1;1
57;8;12;11;15;14
23;12;10;6;15;11
26;5;13;5;15;15
12;60;61;60;60;64
11;63;60;67;61;63
41;13;10;5;13;12
18;15;15;14;6;14
57;9;7;14;10;13
59;16;8;10;10;13
59;16;16;9;8;13
63;13;14;13;12;5
52;14;9;11;14;14
59;7;16;11;9;13
57;14;10;8;11;14
32;9;9;5;11;11
10;65;59;60;60;61
58;8;10;13;8;14
64;9;14;7;13;9
50;7;10;8;6;7
32;6;8;15;10;8
62;6;8;15;15;14
14;62;59;58;59;61
64;14;8;14;6;12
18;64;59;68;60;61
66;14;14;9;12;8
21;11;10;9;12;16
61;5;7;12;13;6
61;8;12;6;7;7
19;62;57;61;58;64
12;63;60;60;57;62
35;6;8;12;7;11
57;10;6;6;14;8
34;11;14;12;6;14
14;62;61;60;60;64
26;16;6;8;7;14
54;7;11;15;11;13
12;60;60;57;59;62
22;7;8;9;6;10
47;8;12;13;11;12
60;8;12;10;10;13
44;6;8;13;5;10
19;12;14;7;8;6
62;13;6;8;12;6
56;11;9;15;13;8
19;6;12;8;14;14
21;9;6;8;13;13
29;7;14;11;10;15
17;6;5;13;8;13
17;10;5;9;15;13
54;7;10;10;11;5
61;12;9;8;12;12
63;7;7;10;13;12
48;7;11;12;12;7
58;9;7;10;8;7
24;5;15;6;11;10
20;67;55;56;55;68
62;12;12;13;12;15
34;11;14;10;14;9
10;64;57;59;55;62
57;10;12;13;15;13
53;10;10;9;14;7
48;10;11;5;8;9
51;12;7;8;11;15
60;8;10;7;6;15
62;6;10;14;13;16
55;9;13;8;12;9
23;6;5;12;14;9
29;8;9;10;13;8
33;11;11;15;7;11
55;10;10;12;13;12
14;58;66;61;59;57
43;14;10;12;15;13
13;63;59;57;57;63
20;14;11;8;10;13
42;16;12;10;13;15
59;9;10;11;7;10
60;16;9;8;9;10
23;10;13;16;13;15
58;6;11;11;9;9
27;12;9;9;13;8
14;62;62;58;60;65
51;13;12;13;8;11
50;13;8;12;13;9
53;9;10;5;12;13
61;13;10;12;9;8
60;13;7;15;9;14
68;8;11;6;11;11
14;63;61;57;57;62
55;10;9;11;15;13
63;10;6;6;13;12
63;15;12;8;12;11
13;62;60;56;56;66
61;7;7;11;14;7
35;11;9;9;6;7
59;9;10;14;14;11
38;6;7;8;13;9
64;14;14;6;14;14
15;12;7;13;7;7
54;12;13;14;10;8
23;5;13;7;6;14
65;9;14;8;11;11
57;26;22;20;24;25
56;11;8;12;10;8
55;6;8;13;11;12
44;9;10;12;11;6
50;10;12;13;9;7
61;12;15;6;12;7
61;10;6;11;12;5
57;16;7;8;12;12
62;8;15;8;10;10
15;13;12;7;12;10
42;11;13;13;11;13
17;5;9;12;12;11
57;12;9;7;9;10
60;6;10;12;8;13
18;8;8;13;13;9
26;10;10;7;11;12
40;7;8;14;10;14
61;14;14;13;10;6
55;13;10;13;8;6
12;61;61;59;60;61
7;64;59;54;55;66
15;61;60;63;60;62
58;7;6;12;10;15
35;8;6;9;9;13
60;13;11;10;11;11
14;15;7;11;6;12
65;13;8;15;12;11
64;15;13;11;10;16
50;11;10;6;11;12
59;9;6;7;7;13
31;11;15;11;11;9
23;13;8;7;12;12
20;6;9;14;10;13
15;62;58;49;59;62
57;12;7;6;8;8
22;14;13;8;9;12
62;7;15;12;13;8
62;9;13;7;8;10
60;7;14;10;14;10
59;8;10;14;15;5
61;15;15;8;13;14
56;11;6;10;11;6
18;9;10;11;14;8
54;12;15;9;9;13
15;14;11;11;6;6
39;11;12;11;13;11
49;15;7;15;12;12
52;10;12;6;13;14
58;14;11;10;9;7
57;15;11;12;14;15
38;11;14;7;5;15
53;14;14;13;11;7
23;11;15;8;6;15
28;7;7;9;6;12
58;15;10;5;12;6
63;9;13;13;14;12
32;7;7;9;12;16
11;60;60;61;61;62
59;8;10;15;12;10
19;9;13;11;13;14
13;61;63;60;61;63
58;13;7;9;5;5
31;9;8;6;10;10
19;14;10;13;10;7
60;7;6;13;10;13
23;8;7;8;14;11
55;12;9;6;8;12
47;11;9;12;6;6
59;14;11;10;14;10
32;11;11;12;12;11
23;11;8;11;12;15
58;6;13;9;14;8
62;12;14;13;11;10
13;62;60;58;59;64
54;8;12;12;9;7
22;15;6;5;12;11
60;10;11;6;11;6
48;9;10;11;8;9
27;12;12;12;15;16
18;14;7;9;9;9
61;14;12;14;10;12
28;7;13;13;14;8
56;8;11;8;8;12
14;65;60;56;60;64
60;15;8;7;9;13
59;9;12;14;11;14
68;15;12;6;10;10
46;11;8;9;11;14
62;15;11;8;14;12
57;14;12;6;10;7
22;14;15;8;7;14
63;14;14;11;12;10
40;12;5;14;8;10
57;9;7;11;14;13
60;8;8;14;6;10
61;13;9;6;13;8
29;10;7;12;14;12
28;7;6;12;12;16
17;7;9;7;12;8
12;11;7;10;12;11
15;14;9;8;7;12
60;13;11;14;12;13
56;8;14;14;7;14
13;64;60;55;56;62
60;15;14;12;14;14
60;10;8;7;14;8
29;10;14;12;6;6
19;7;5;12;11;9
11;63;59;50;55;67
38;8;11;16;12;6
55;10;8;10;14;11
62;11;5;13;8;6
13;60;62;57;58;61
49;13;13;9;11;12
56;15;12;7;13;15
55;15;6;7;7;12
35;6;8;10;8;6
61;12;6;6;11;9
18;9;10;9;6;10
17;10;6;10;13;7
59;14;9;8;14;6
19;14;5;9;13;14
60;14;13;8;6;7
13;7;14;13;14;8
62;12;12;12;7;5
18;9;10;9;8;6
19;14;9;6;15;14
48;15;9;6;8;13
17;61;59;63;60;61
60;11;10;12;14;9
61;9;6;7;11;6
57;8;11;11;16;8
47;11;12;7;10;8
33;8;10;11;11;8
57;10;12;7;7;12
51;12;7;12;9;7
50;11;13;13;12;15
63;8;6;5;8;6
60;7;11;6;9;7
55;9;10;13;8;8
20;11;12;7;14;14
47;15;15;8;12;7
32;6;9;5;12;12
14;11;10;15;14;10
59;13;9;6;8;7
58;12;16;8;14;8
48;15;10;13;12;14
18;8;7;9;5;6
33;13;14;6;11;12
65;8;11;8;8;7
15;6;11;12;6;8
58;8;14;15;13;9
30;9;14;15;12;7
58;8;10;10;15;12
61;14;16;8;13;9
23;11;6;7;13;11
57;12;11;7;6;10
60;11;6;9;5;12
40;10;10;13;11;9
19;6;13;9;6;10
21;15;7;12;8;9
65;15;10;10;11;14
54;15;16;14;14;11
57;9;10;6;8;11
60;7;10;13;9;9
47;9;7;9;13;12
43;14;8;12;9;11
58;14;8;8;9;11
58;12;12;14;11;8
58;16;14;11;7;6
61;7;9;14;8;14
49;5;13;14;12;6
63;13;6;9;6;12
57;8;15;12;13;9
59;6;14;14;13;13
64;8;14;10;15;14
13;7;10;11;11;9
62;11;14;7;13;10
54;10;7;10;8;8
57;10;6;10;9;10
60;5;12;8;8;11
61;11;14;13;11;8
16;57;58;56;59;64
48;15;8;7;12;7
66;7;15;10;12;16
50;11;9;7;7;12
13;60;63;59;61;62
13;5;7;6;11;14
35;6;8;9;6;8
59;12;12;6;6;9
55;7;14;11;14;15
57;13;7;14;13;7
12;65;58;55;60;60
21;5;11;7;10;13
58;10;7;9;11;15
12;9;8;10;15;11
19;12;10;11;13;13
63;12;12;14;9;14
40;5;6;10;9;13
17;13;7;11;8;8
61;16;6;6;11;14
39;12;12;7;9;7
54;11;5;6;13;10
62;13;12;12;13;16
47;12;14;11;7;13
10;63;59;58;60;64
55;7;12;11;11;10
43;8;9;11;8;12
17;7;8;8;11;8
19;15;13;8;9;12
66;14;7;5;7;9
22;8;12;8;7;13
36;6;8;12;7;7
59;11;10;10;13;13
43;7;9;7;11;8
18;11;12;9;16;14
59;13;11;8;15;14
62;11;9;8;12;10
54;8;10;7;12;14
66;8;9;9;9;8
50;13;8;12;6;11
55;9;15;15;7;12
27;11;14;5;13;13
25;8;14;12;11;10
52;8;11;13;12;6
56;10;11;6;11;9
17;56;60;59;66;58
61;13;15;6;12;11
12;65;58;66;57;60
28;13;14;15;10;6
12;12;7;7;7;6
56;9;7;15;6;15
43;10;6;10;9;7
25;10;12;7;10;9
20;9;11;11;12;11
20;12;5;14;15;7
30;8;9;5;11;9
50;10;11;9;14;11
16;58;60;55;52;63
62;15;15;14;15;16
62;14;7;13;6;11
17;12;5;12;7;8
59;11;10;7;12;10
29;15;8;15;11;8
57;15;7;8;5;9
14;61;59;58;61;63
57;11;7;11;8;13
53;8;9;8;5;7
11;63;62;59;61;64
19;9;11;11;9;11
48;8;12;13;8;12
14;64;60;65;56;63
15;15;14;7;11;15
62;8;15;7;13;8
18;11;9;7;13;12
57;11;13;13;15;12
67;10;11;12;14;7
30;13;7;12;7;9
56;13;13;11;13;13
53;14;13;12;14;15
33;13;9;11;6;13
56;16;16;11;8;11
54;14;11;16;10;8
41;8;11;12;6;11
63;6;7;11;15;7
60;13;7;13;10;10
15;60;55;55;59;60
60;14;9;12;10;11
67;9;9;6;9;8
56;14;13;13;8;12
18;59;57;58;58;62
64;12;12;10;8;10
58;14;12;7;14;12
13;9;16;7;16;16
60;8;12;9;8;11
60;7;14;7;10;15
42;6;9;12;14;11
58;6;13;9;8;13
11;62;58;60;60;59
56;11;9;14;9;14
56;14;9;8;14;15
57;9;5;8;9;9
10;62;60;56;60;62
63;10;5;6;6;12
17;61;59;54;57;59
38;6;12;11;9;8
14;65;57;50;57;63
58;9;10;13;13;8
14;63;52;55;59;62
47;15;7;7;9;15
33;13;12;11;8;15
15;62;59;63;54;63
57;14;16;7;15;16
55;13;15;15;13;7
28;5;14;15;6;14
20;14;7;6;12;6
62;8;9;10;12;6
52;14;12;6;15;10
64;9;13;13;12;8
50;6;13;12;13;11
11;67;65;55;57;59
54;6;11;8;14;8
35;14;15;11;6;8
60;12;14;11;14;15
60;6;8;9;6;5
53;11;11;6;15;13
60;7;10;9;5;6
14;10;10;10;8;11
40;5;13;10;7;13
52;13;14;9;7;13
53;13;6;9;10;8
36;12;8;10;6;7
11;63;60;52;58;58
22;14;12;9;14;9
61;7;10;8;13;5
54;11;11;9;6;7
56;8;11;11;12;8
67;12;15;15;10;7
33;7;11;12;9;9
52;7;7;10;7;15
55;8;8;11;7;10
9;61;59;60;59;57
61;6;13;8;13;11
60;13;11;7;11;12
58;10;14;6;15;6
45;11;9;8;14;6
46;13;7;6;8;9
14;10;13;12;7;9
62;12;13;11;15;14
10;62;61;56;59;62
27;15;13;9;14;13
55;13;16;6;11;13
56;8;5;14;11;14
17;7;6;7;14;7
34;9;11;6;6;7
12;10;6;10;8;10
28;5;7;9;12;10
63;5;15;5;11;10
60;14;9;7;8;13
21;7;8;14;14;8
58;7;7;18;5;9
55;8;6;10;8;6
59;15;11;11;12;12
58;13;9;11;8;15
56;12;6;11;12;14
60;11;12;8;12;13
23;15;15;9;11;9
57;13;7;13;6;12
31;11;8;5;12;7
59;13;9;9;7;12
55;13;6;12;5;10
14;60;65;56;59;56
53;13;8;10;9;10
11;63;55;59;55;63
56;6;12;9;10;6
22;8;12;14;10;14
54;10;11;16;7;8
60;13;13;9;12;11
68;15;5;12;7;6
13;52;58;60;67;61
45;14;7;7;14;7
60;6;11;5;13;7
21;63;57;54;55;62
43;10;14;12;9;10
13;62;59;59;60;62
58;11;7;10;6;6
27;7;14;12;8;14
60;9;10;7;7;7
58;8;10;12;12;10
60;13;14;7;16;12
58;8;12;8;7;13
27;12;15;13;7;6
58;13;14;14;8;11
61;8;8;11;12;8
59;11;6;16;12;7
58;9;11;16;6;7
57;7;11;8;11;14
64;15;13;8;10;9
18;59;60;59;58;59
52;8;5;11;14;11
33;58;56;60;61;60
65;8;9;10;13;11
54;9;15;7;12;10
17;61;60;57;57;61
58;13;8;6;12;10
58;6;11;11;6;8
21;6;7;10;14;7
52;13;13;15;10;12
61;10;15;14;10;7
47;10;6;8;15;9
56;10;13;11;7;11
58;13;12;10;14;6
31;6;8;14;14;9
44;7;14;11;10;10
58;13;10;12;12;11
43;8;10;12;10;16
23;9;7;12;7;8
56;15;15;13;13;14
24;14;13;7;11;12
28;7;6;7;12;7
53;10;13;11;15;11
62;15;12;6;11;15
56;10;8;11;11;12
60;6;8;7;5;5
12;59;59;59;59;61
19;62;60;64;57;63
34;9;15;11;7;11
62;9;11;14;8;11
58;37;32;36;27;30
27;6;5;6;10;8
16;62;59;62;58;60
16;63;59;60;58;60
14;63;60;53;51;68
9;57;61;62;49;68
58;10;12;11;10;8
18;8;11;9;10;14
61;5;14;12;10;5
37;14;8;8;14;13
14;63;57;54;58;60
62;11;5;12;12;11
55;15;11;16;16;13
57;8;12;6;7;5
62;6;13;12;9;12
52;8;14;6;14;13
18;7;15;6;14;8
59;16;10;9;6;7
64;12;16;8;13;14
23;7;13;7;12;14
65;15;10;7;12;11
29;14;14;14;11;13
62;13;13;9;14;8
56;8;8;14;14;5
11;60;60;57;57;62
53;15;10;10;16;8
23;13;9;14;12;7
12;60;61;60;60;59
17;57;55;61;60;61
63;12;11;6;11;8
60;11;9;8;12;12
58;14;14;9;9;9
42;16;10;13;11;14
55;10;13;7;10;12
14;58;59;64;57;64
60;11;14;10;14;12
55;5;7;14;12;9
63;6;10;14;6;11
60;8;13;12;12;7
34;9;7;5;11;8
55;12;6;11;10;10
23;6;8;14;11;6
58;12;12;13;11;14
11;62;60;51;58;60
40;15;12;13;11;5
46;6;12;9;5;11
19;9;7;14;14;10
14;60;58;56;59;62
15;9;6;7;10;9
28;6;8;13;13;13
65;10;9;10;14;6
71;7;7;5;10;15
16;9;11;10;7;9
16;59;57;55;64;58
45;13;11;9;15;12
51;8;7;15;5;12
13;63;58;55;60;62
45;12;5;6;13;6
11;62;59;57;55;63
15;9;12;10;13;10
52;15;15;11;7;6
62;12;12;9;8;15
11;64;57;55;52;63
16;60;57;60;59;61
12;65;56;57;57;62
64;7;8;8;13;5
59;13;13;6;8;9
14;14;11;12;6;15
35;9;7;13;9;13
19;7;12;11;13;8
57;9;14;7;8;11
55;9;11;7;9;12
56;6;12;9;8;7
19;15;9;13;6;8
54;11;16;13;16;11
32;9;12;14;5;5
57;7;9;9;14;13
59;8;7;12;10;10
17;8;7;9;10;6
19;8;14;8;11;12
16;6;10;6;11;15
12;59;63;54;61;57
22;15;9;6;7;11
32;7;6;12;13;10
12;61;59;55;58;62
58;5;10;12;10;13
54;8;7;8;9;9
16;64;61;55;56;61
62;8;9;5;14;7
29;12;8;9;13;13
48;8;12;12;14;10
29;7;5;12;9;13
55;15;6;12;7;7
59;8;10;15;8;13
24;13;10;7;12;14
60;12;9;9;5;15
23;63;60;66;57;66
18;7;10;10;11;9
64;13;12;11;10;10
64;11;8;9;10;14
57;9;11;6;6;10
12;7;12;14;13;9
59;15;14;12;12;8
56;9;10;9;11;5
62;13;7;14;10;13
57;11;6;11;11;11
57;13;9;10;8;12
59;13;9;13;10;9
28;6;6;12;7;5
42;13;6;6;15;11
11;12;8;12;13;14
59;14;11;12;14;13
55;12;8;9;8;10
30;14;14;14;13;13
55;12;6;15;9;13
8;54;63;50;66;56
52;9;11;16;6;11
15;62;57;55;56;63
12;62;59;58;58;59
44;12;12;11;12;12
51;13;10;6;14;6
40;13;11;7;8;13
35;11;8;9;13;9
62;8;7;6;14;7
21;9;9;9;15;13
39;10;12;15;9;11
60;7;15;16;10;13
60;15;9;8;7;15
33;13;12;12;8;7
23;15;6;8;11;11
31;8;9;14;7;10
15;11;7;10;14;11
44;9;5;9;11;12
40;10;14;14;10;10
48;10;13;10;6;7
11;63;61;59;61;59
59;6;8;15;11;14
37;8;12;10;10;7
39;11;13;14;12;15
45;7;13;7;5;13
56;7;6;12;8;9
17;6;16;11;10;12
64;11;11;11;10;8
30;10;15;7;8;16
60;8;6;12;8;11
34;7;15;9;7;8
14;57;59;53;56;59
60;16;12;10;12;10
29;6;7;9;7;12
15;58;61;54;59;58
13;57;60;58;60;58
62;12;14;7;15;13
18;11;15;9;6;6
61;7;13;7;8;8
59;14;10;13;5;11
61;13;8;7;7;10
57;12;11;5;6;15
15;14;8;6;10;14
24;14;8;8;8;14
59;8;6;6;8;9
54;12;6;5;15;8
16;13;12;12;13;8
43;11;8;10;10;7
35;7;11;7;8;16
32;12;12;10;13;14
15;65;62;52;52;63
27;8;10;12;6;14
39;12;9;6;10;8
36;5;14;11;11;15
57;6;14;7;15;6
13;60;60;60;63;60
60;13;9;7;8;11
50;12;14;14;14;9
19;59;62;58;60;56
32;8;14;10;14;8
64;13;13;11;14;14
16;63;57;62;57;63
14;63;59;56;60;61
61;6;7;11;13;11
58;11;15;8;10;11
41;11;9;7;13;10
39;6;7;14;9;8
62;6;8;7;6;8
33;11;11;8;12;11
43;14;10;10;8;7
27;11;8;12;10;5
54;11;13;12;12;14
61;7;8;8;10;9
22;12;16;10;6;8
20;15;12;11;6;13
45;12;15;15;7;13
43;7;7;12;5;8
55;13;16;7;13;13
56;15;14;6;8;15
16;58;56;66;63;57
16;5;13;9;11;14
43;16;10;10;7;9
26;11;14;9;6;9
19;10;13;9;7;8
49;11;6;9;8;14
22;12;16;13;14;10
56;9;15;11;10;15
37;9;5;14;9;6
58;14;7;8;8;7
47;10;13;9;9;9
58;12;8;6;11;7
57;12;13;11;7;6
19;12;5;5;14;7
16;5;11;15;14;14
62;10;6;8;16;7
55;6;7;12;6;8
56;10;13;7;7;11
64;7;12;9;7;7
14;12;15;13;15;9
18;61;54;60;69;58
20;14;8;8;8;10
32;10;13;16;8;13
56;8;6;6;8;10
54;10;9;10;7;5
52;9;14;6;13;15
53;10;13;11;12;14
39;8;6;12;10;8
38;7;7;14;14;15
57;13;11;12;7;10
56;8;8;10;13;11
60;7;9;15;11;13
36;7;10;6;15;9
63;5;6;12;13;11
12;58;61;58;61;59
34;13;5;6;15;14
58;9;10;12;11;10
11;58;63;58;61;58
66;16;13;7;13;7
62;14;14;13;14;12
18;7;12;14;9;13
14;60;61;64;57;60
23;14;9;12;6;11
53;7;7;14;10;12
54;9;14;9;14;12
19;61;58;69;58;60
31;13;11;11;6;13
53;6;11;7;9;7
21;6;10;8;15;6
43;7;14;13;8;14
14;60;60;56;58;66
55;8;5;15;10;14
11;53;66;60;61;57
55;14;13;10;8;8
58;11;7;6;7;10
35;10;8;12;13;7
16;7;10;9;12;11
59;11;8;11;11;11
25;6;6;13;10;8
64;8;8;6;12;6
63;11;6;5;8;7
62;8;13;7;14;9
